exercise,type,bodypart,equipment,level
Decline dumbbell fly and press,Strength,Chest,Dumbbell,Intermediate
Incline dumbbell fly and press,Strength,Chest,Dumbbell,Intermediate
Single-arm decline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate
Single-arm incline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate
Incline Dumbbell Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate
Dumbbell Chest Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate
Dumbbell Floor Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate
Decline Dumbbell Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate
Dumbbell chest fly,Strength,Chest,Dumbbell,Intermediate
Machine rear delt fly,Strength,Chest,Dumbbell,Intermediate
AM Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate
UP Incline Dumbbell Press,Strength,Chest,Dumbbell,Intermediate
UP Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate
Holman Push-Up to Belly Touch,Strength,Chest,Dumbbell,Intermediate
Single-arm dumbbell floor press,Strength,Chest,Dumbbell,Intermediate
Total Fitness Weighted Push-Up,Strength,Chest,Dumbbell,Intermediate
King Maker Standing Dumbbell Shoulder Press,Strength,Chest,Dumbbell,Intermediate
30 Chest Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate
30 Chest Incline Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate
30 Chest Dumbbells-Together Press,Strength,Chest,Dumbbell,Intermediate
30 Chest Dumbbells-Together Incline Bench Press,Strength,Chest,Dumbbell,Intermediate
30 Chest Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate
30 Chest Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate
30 Chest 30-Degree Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate
FYR2 Single-Dumbbell Push-Up,Strength,Chest,Dumbbell,Intermediate
Bodyweight Flyes,Strength,Chest,E-Z Curl Bar,Beginner
Close-grip EZ-bar bench press,Strength,Chest,E-Z Curl Bar,Intermediate
Chest dip,Strength,Chest,Other,Intermediate
Drop Push,Plyometrics,Chest,Other,Beginner
Forward Drag with Press,Strongman,Chest,Other,Beginner
Chain Press,Powerlifting,Chest,Other,Beginner
Behind Head Chest Stretch,Stretching,Chest,Other,Beginner
Pass-through stretch with band,Stretching,Chest,Other,Beginner
Weighted Push-Up,Strength,Chest,Other,Intermediate
Heavy Bag Thrust,Plyometrics,Chest,Other,Beginner
Decline Explosive Push-Up,Plyometrics,Chest,Other,Beginner
Suspended Chest Fly,Strength,Chest,Other,Beginner
Svend press,Strength,Chest,Other,Beginner
Bar Push-Up Smith Machine,Plyometrics,Chest,Other,Beginner
Plate-weighted push-up,Strength,Chest,Other,Intermediate
Double-bar roll-out chest fly,Strength,Chest,Other,Intermediate
Holman Plate Dynamo Push-Up,Strength,Chest,Other,Intermediate
Holman Towel Drag Two Steps to Push-Up,Strength,Chest,Other,Intermediate
Taylor Val Slide Push-Up/Fly Combo,Strength,Chest,Other,Intermediate
Exercise ball chest stretch,Stretching,Chest,Exercise Ball,Beginner
Bosu Ball Push-Up,Strength,Chest,Exercise Ball,Beginner
Feet-elevated push-up on ball,Strength,Chest,Exercise Ball,Intermediate
Standing alternating band speed row,Strength,Forearms,Bands,Intermediate
Band roundhouse elbow,Strength,Forearms,Bands,Intermediate
Palms-down wrist curl over bench,Strength,Forearms,Barbell,Intermediate
Palms-up wrist curl over bench,Strength,Forearms,Barbell,Intermediate
Standing behind-the-back wrist curl,Strength,Forearms,Barbell,Beginner
Seated finger curl,Strength,Forearms,Barbell,Beginner
Seated palms-up wrist curl,Strength,Forearms,Barbell,Intermediate
Bottoms-Up Clean From The Hang Position,Strength,Forearms,Kettlebells,Beginner
Seated One-Arm Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Dumbbell,Beginner
Palms-Up Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Dumbbell,Beginner
Seated palms-down wrist curl,Strength,Forearms,Dumbbell,Beginner
Palms-Down Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Dumbbell,Beginner
Seated One-Arm Dumbbell Palms-Down Wrist Curl,Strength,Forearms,Dumbbell,Beginner
Seated Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Dumbbell,Beginner
Partner farmer's walk,Strength,Forearms,Dumbbell,Beginner
Dumbbell suitcase carry,Strength,Forearms,Dumbbell,Intermediate
Suitcase Dumbbell Carry,Strength,Forearms,Dumbbell,Intermediate
Side plank with dumbbell external rotation,Strength,Forearms,Dumbbell,Intermediate
Rickshaw Carry,Strongman,Forearms,Other,Beginner
Dumbbell farmer's walk,Strongman,Forearms,Other,Intermediate
Wrist Roller,Strength,Forearms,Other,Beginner
Standing Olympic Plate Hand Squeeze,Strength,Forearms,Other,Beginner
Plate Pinch,Strength,Forearms,Other,Beginner
Landmine Press and Catch,Strength,Forearms,Other,Intermediate
Plate halo,Strength,Forearms,Other,Intermediate
Bryant Wrist Curl,Strength,Forearms,Other,Intermediate
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,Strength,Forearms,Cable,Beginner
Cable Wrist Curl,Strength,Forearms,Cable,Beginner
Single-arm cable push-down,Strength,Forearms,Cable,Intermediate
Wrist Circles,Stretching,Forearms,Body Only,Beginner
Hip Extension with Bands,Strength,Glutes,Bands,Beginner
Hip Lift with Band,Powerlifting,Glutes,Bands,Beginner
HM Monster Walk,Strength,Glutes,Bands,Intermediate
UNS Banded Glute Bridge,Strength,Glutes,Bands,Intermediate
FYR2 Banded Glute Bridge,Strength,Glutes,Bands,Intermediate
Piriformis SMR,Stretching,Glutes,Foam Roll,Intermediate
Barbell glute bridge,Powerlifting,Glutes,Barbell,Intermediate
Barbell Hip Thrust,Powerlifting,Glutes,Barbell,Intermediate
Kneeling Squat,Powerlifting,Glutes,Barbell,Beginner
Kneeling Jump Squat,Olympic Weightlifting,Glutes,Barbell,Beginner
UN Rear Foot Elevated Split Squat,Strength,Glutes,Barbell,Intermediate
Kettlebell thruster,Strength,Glutes,Kettlebells,Intermediate
Taylor Kettlebell Swing,Strength,Glutes,Kettlebells,Intermediate
UN Goblet Squat,Strength,Glutes,Kettlebells,Intermediate
Single-arm triceps kick-back,Strength,Glutes,Dumbbell,Intermediate
Holman Lateral High Knees to Quad Touch Jump,Strength,Glutes,Dumbbell,Intermediate
FYR2 Dumbbell Hip Thrust,Strength,Glutes,Dumbbell,Intermediate
FYR2 Glute Bridge Dumbbell Floor Press,Strength,Glutes,Dumbbell,Intermediate
Suspended Hip Thrust,Strength,Glutes,Other,Beginner
Single-leg cable hip extension,Strength,Glutes,Cable,Intermediate
Pull Through,Strength,Glutes,Cable,Beginner
Cable rope pull-through deadlift,Strength,Glutes,Cable,Intermediate
UNS Cable Pull-Through,Strength,Glutes,Cable,Intermediate
30 Legs Glute-Ham Raise,Strength,Glutes,Machine,Intermediate
Glute bridge,Strength,Glutes,Body Only,Intermediate
Single-leg glute bridge,Strength,Glutes,Body Only,Intermediate
Step-up with knee raise,Strength,Glutes,Body Only,Intermediate
Glute Kickback,Strength,Glutes,Body Only,Beginner
Standing hip extension,Strength,Glutes,Body Only,Beginner
Lying glute stretch,Stretching,Glutes,Body Only,Intermediate
Knee Across The Body,Stretching,Glutes,Body Only,Intermediate
Seated Glute,Stretching,Glutes,Body Only,Beginner
Lying Glute,Stretching,Glutes,Body Only,Beginner
One Knee To Chest,Stretching,Glutes,Body Only,Intermediate
Seated Glute Stretch,Stretching,Glutes,Body Only,Beginner
Neck Bridge Supine,Strength,Glutes,Body Only,Beginner
Walking High Knee,Strength,Glutes,Body Only,Intermediate
Walking Butt Kicks,Strength,Glutes,Body Only,Intermediate
Walking Glute Stretch,Strength,Glutes,Body Only,Intermediate
Lunge kick,Strength,Glutes,Body Only,Intermediate
Curtsy lunge,Strength,Glutes,Body Only,Intermediate
Alternating standing glute stretch,Stretching,Glutes,Body Only,Intermediate
Side-lying leg lift,Strength,Glutes,Body Only,Intermediate
FYR Progressive High Knee,Strength,Glutes,Body Only,Intermediate
Glute-Ham Raise - Gethin Variation,Strength,Glutes,Body Only,Intermediate
Lunge glute stretch,Stretching,Glutes,Body Only,Intermediate
Natural Glute Ham Raise - Gethin Variation,Strength,Glutes,Body Only,Intermediate
Groiner,Strength,Glutes,Body Only,Intermediate
HM Alternating Donkey Kick,Strength,Glutes,Body Only,Intermediate
HM Alternating Slow Step-Down With Chair,Strength,Glutes,Body Only,Intermediate
HM Right Side Iron Cross,Strength,Glutes,Body Only,Intermediate
HM Single-Leg Bridge,Strength,Glutes,Body Only,Intermediate
HM Hi-Low,Strength,Glutes,Body Only,Intermediate
HM Kick-Back,Strength,Glutes,Body Only,Intermediate
HM Left Side Iron Cross,Strength,Glutes,Body Only,Intermediate
HM Left Side-Kick,Strength,Glutes,Body Only,Intermediate
HM Leg Lifts,Strength,Glutes,Body Only,Intermediate
Walking lunge,Strength,Glutes,Body Only,Intermediate
High Plyometric Box Jump,Strength,Glutes,Body Only,Intermediate
Barbell hip thrust-,Strength,Glutes,Body Only,Intermediate
UN Glute Bridge,Strength,Glutes,Body Only,Intermediate
Holman Donkey Kick,Strength,Glutes,Body Only,Intermediate
Holman Hip Raise with Alternating Kick,Strength,Glutes,Body Only,Intermediate
Holman Left Leg Donkey Kick,Strength,Glutes,Body Only,Intermediate
Holman Diagonal Right Leg Step-Out to Right Knee-Up,Strength,Glutes,Body Only,Intermediate
Holman Right Leg Donkey Kick,Strength,Glutes,Body Only,Intermediate
Holman Butt Tap to Jump,Strength,Glutes,Body Only,Intermediate
Holman Butt Tap to Jump-Forward-Jump-Back,Strength,Glutes,Body Only,Intermediate
Holman Traveling High Knees to Squat Thrust,Strength,Glutes,Body Only,Intermediate
Holman Butt Kicker to High Knees,Strength,Glutes,Body Only,Intermediate
Holman Daisy Cutter,Strength,Glutes,Body Only,Intermediate
Holman Frogger,Strength,Glutes,Body Only,Intermediate
Holman Hip Raise with Chest Press,Strength,Glutes,Body Only,Intermediate
Total Fitness Bear Crawl,Strength,Glutes,Body Only,Intermediate
Pigeon stretch,Strength,Glutes,Body Only,Intermediate
Levitating side kick-through,Strength,Glutes,Body Only,Intermediate
30 Legs Hip Thrust,Strength,Glutes,Body Only,Intermediate
Dumbbell single-leg hip thrust,Strength,Glutes,Body Only,Intermediate
Medicine ball duck walk,Strength,Glutes,Medicine Ball,Intermediate
Exercise ball hip thrust,Strength,Glutes,Exercise Ball,Intermediate
Downward Facing Balance,Strength,Glutes,Exercise Ball,Beginner
Band Good Morning (Pull Through),Powerlifting,Hamstrings,Bands,Beginner
Standing Hamstring and Calf Stretch,Stretching,Hamstrings,Bands,Intermediate
Hamstring-SMR,Stretching,Hamstrings,Foam Roll,Beginner
Barbell Deadlift,Strength,Hamstrings,Barbell,Intermediate
Clean Deadlift,Olympic Weightlifting,Hamstrings,Barbell,Beginner
Sumo deadlift,Powerlifting,Hamstrings,Barbell,Beginner
Romanian Deadlift from Deficit,Olympic Weightlifting,Hamstrings,Barbell,Beginner
Power Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner
Power Clean from Blocks,Olympic Weightlifting,Hamstrings,Barbell,Beginner
Snatch Deadlift,Olympic Weightlifting,Hamstrings,Barbell,Beginner
Power clean,Strength,Hamstrings,Barbell,Intermediate
Hang Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner
Wide Stance Stiff Legs,Olympic Weightlifting,Hamstrings,Barbell,Beginner
Clean,Olympic Weightlifting,Hamstrings,Barbell,Beginner
Good Morning,Powerlifting,Hamstrings,Barbell,Intermediate
Barbell stiff-legged deadlift,Strength,Hamstrings,Barbell,Intermediate
Romanian Deadlift,Strength,Hamstrings,Barbell,Intermediate
Sumo Deadlift with Chains,Powerlifting,Hamstrings,Barbell,Beginner
Sumo Deadlift with Bands,Powerlifting,Hamstrings,Barbell,Beginner
Good Morning off Pins,Powerlifting,Hamstrings,Barbell,Beginner
Stiff-Legged Deadlift,Strength,Hamstrings,Barbell,Beginner
Snatch Pull,Strength,Hamstrings,Barbell,Beginner
Hanging Bar Good Morning,Powerlifting,Hamstrings,Barbell,Beginner
Reverse Band Sumo Deadlift,Powerlifting,Hamstrings,Barbell,Beginner
Muscle Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner
Split Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner
Hang Snatch - Below Knees,Olympic Weightlifting,Hamstrings,Barbell,Beginner
30 Legs Sumo Deadlift,Strength,Hamstrings,Barbell,Intermediate
Kettlebell pass-through lunge,Strength,Hamstrings,Kettlebells,Intermediate
Kettlebell One-Legged Deadlift,Strength,Hamstrings,Kettlebells,Intermediate
Single-arm kettlebell clean,Strength,Hamstrings,Kettlebells,Beginner
Single-leg kettlebell deadlift,Strength,Hamstrings,Kettlebells,Intermediate
Romanian Deadlift with Kettlebell,Strength,Hamstrings,Kettlebells,Beginner
Single-arm kettlebell swing,Strength,Hamstrings,Kettlebells,Intermediate
Kettlebell Dead Clean,Strength,Hamstrings,Kettlebells,Beginner
Alternating Hang Clean,Strength,Hamstrings,Kettlebells,Beginner
One-Arm Open Palm Kettlebell Clean,Strength,Hamstrings,Kettlebells,Beginner
Open Palm Kettlebell Clean,Strength,Hamstrings,Kettlebells,Beginner
Kettlebell Hang Clean,Strength,Hamstrings,Kettlebells,Beginner
Double Kettlebell Alternating Hang Clean,Strength,Hamstrings,Kettlebells,Beginner
Romanian Deadlift With Dumbbells,Strength,Hamstrings,Dumbbell,Beginner
Stiff-Legged Dumbbell Deadlift,Strength,Hamstrings,Dumbbell,Intermediate
Vertical Swing,Plyometrics,Hamstrings,Dumbbell,Beginner
Dumbbell Fix Dumbbell Swing,Strength,Hamstrings,Dumbbell,Intermediate
Dumbbell Lying Hamstring Curl,Strength,Hamstrings,Dumbbell,Intermediate
30 Legs Dumbbell Stiff-Legged Deadlift,Strength,Hamstrings,Dumbbell,Intermediate
Box jump,Plyometrics,Hamstrings,Other,Beginner
Box Jump (Multiple Response),Plyometrics,Hamstrings,Other,Intermediate
Sled push-,Cardio,Hamstrings,Other,Beginner
Lying Hamstring,Stretching,Hamstrings,Other,Beginner
Chair Leg Extended Stretch,Stretching,Hamstrings,Other,Beginner
Suspended Leg Curl,Strength,Hamstrings,Other,Beginner
Box Skip,Plyometrics,Hamstrings,Other,Beginner
Power Stairs,Strongman,Hamstrings,Other,Beginner
Seated Hamstring and Calf Stretch,Stretching,Hamstrings,Other,Beginner
Hamstring slide,Strength,Hamstrings,Other,Beginner
Seated Band Hamstring Curl,Strength,Hamstrings,Other,Intermediate
Lying cable leg curl,Strength,Hamstrings,Cable,Intermediate
Standing cable leg curl,Strength,Hamstrings,Cable,Intermediate
Lying Leg Curls,Strength,Hamstrings,Machine,Beginner
Glute Ham Raise,Powerlifting,Hamstrings,Machine,Intermediate
Reverse Hyperextension,Strength,Hamstrings,Machine,Beginner
Seated Leg Curl,Strength,Hamstrings,Machine,Intermediate
Standing Leg Curl,Strength,Hamstrings,Machine,Beginner
Smith machine stiff-legged deadlift,Strength,Hamstrings,Machine,Beginner
Lying Leg Curl - Gethin Variation,Strength,Hamstrings,Machine,Intermediate
Paul Carter Leg Extension,Strength,Hamstrings,Machine,Intermediate
Lying leg curl,Strength,Hamstrings,Machine,Intermediate
Seated Hamstring Curl - Gethin Variation,Strength,Hamstrings,Machine,Intermediate
Single-leg lying leg curl,Strength,Hamstrings,Machine,Intermediate
Leg curl,Strength,Hamstrings,Machine,Intermediate
Leg Extension - Gethin Variation,Strength,Hamstrings,Machine,Intermediate
Single-leg leg extension-,Strength,Hamstrings,Machine,Intermediate
Lying Hamstring Curls - Gethin Variation,Strength,Hamstrings,Machine,Intermediate
AM Seated Hamstring Curl,Strength,Hamstrings,Machine,Intermediate
UP Hamstring Curl,Strength,Hamstrings,Machine,Intermediate
30 Legs Leg Extension,Strength,Hamstrings,Machine,Intermediate
30 Legs Seated Leg Curl,Strength,Hamstrings,Machine,Intermediate
Natural Glute Ham Raise,Strength,Hamstrings,Body Only,Beginner
Standing leg swing,Stretching,Hamstrings,Body Only,Beginner
Linear Acceleration Wall Drill,Plyometrics,Hamstrings,Body Only,Intermediate
Knee Tuck Jump,Plyometrics,Hamstrings,Body Only,Intermediate
Leg-Up Hamstring Stretch,Stretching,Hamstrings,Body Only,Intermediate
Inchworm,Stretching,Hamstrings,Body Only,Beginner
Moving Claw Series,Plyometrics,Hamstrings,Body Only,Intermediate
Lying groin stretch with band,Stretching,Hamstrings,Body Only,Intermediate
90/90 Hamstring,Stretching,Hamstrings,Body Only,Beginner
World's greatest stretch,Stretching,Hamstrings,Body Only,Intermediate
The Straddle,Stretching,Hamstrings,Body Only,Intermediate
Prone Manual Hamstring,Strength,Hamstrings,Body Only,Intermediate
Knee To Chest,Stretching,Hamstrings,Body Only,Beginner
Hurdle Hops,Plyometrics,Hamstrings,Body Only,Intermediate
Hip Stretch With Twist,Stretching,Hamstrings,Body Only,Beginner
Linear 3-Part Start Technique,Plyometrics,Hamstrings,Body Only,Intermediate
Alternating Leg Swing,Stretching,Hamstrings,Body Only,Beginner
Single-leg balance and reach,Stretching,Hamstrings,Body Only,Beginner
High Kick,Stretching,Hamstrings,Body Only,Beginner
Boss Everline 10-Yard Sprints,Strength,Hamstrings,Body Only,Intermediate
Standing hamstring stretch,Stretching,Hamstrings,Body Only,Intermediate
Reverse lunge,Stretching,Hamstrings,Body Only,Intermediate
HM Alternating Cross Lunge,Strength,Hamstrings,Body Only,Intermediate
HM Alternating Front Kick,Strength,Hamstrings,Body Only,Intermediate
HM World's Greatest Stretch,Stretching,Hamstrings,Body Only,Intermediate
HM Alternating Sprawl Kick-Through,Strength,Hamstrings,Body Only,Intermediate
HM Alternating Step-Back,Strength,Hamstrings,Body Only,Intermediate
HM Alternating Step-Up With Chair,Strength,Hamstrings,Body Only,Intermediate
HM Right Knee-Up,Strength,Hamstrings,Body Only,Intermediate
HM Low Lunge With External Twist,Strength,Hamstrings,Body Only,Intermediate
HM Ninja Crawl,Strength,Hamstrings,Body Only,Intermediate
HM Pigeon Stretch,Strength,Hamstrings,Body Only,Intermediate
Single-Leg Deadlift Walk,Strength,Hamstrings,Body Only,Intermediate
Total Fitness Hamstring Slide,Strength,Hamstrings,Body Only,Intermediate
30 Legs Walking Lunge,Strength,Hamstrings,Body Only,Intermediate
Exercise ball leg curl,Strength,Hamstrings,Exercise Ball,Intermediate
Ball Hamstring Hat Trick,Strength,Hamstrings,Exercise Ball,Intermediate
Band-assisted pull-up,Strength,Lats,Bands,Intermediate
Assisted Chin-Up,Strength,Lats,Bands,Beginner
UN Band Assisted Pull-up Pronated,Strength,Lats,Bands,Intermediate
UN Band Assisted Pull-up Neutral,Strength,Lats,Bands,Intermediate
UN Band Assisted Pull-up Supinated,Strength,Lats,Bands,Intermediate
FYR2 Monster Band Face-Pull Hold,Strength,Lats,Bands,Intermediate
Single-arm band low row,Strength,Lats,Bands,Intermediate
Latissimus dorsi SMR,Stretching,Lats,Foam Roll,Intermediate
Bent-arm barbell pull-over,Strength,Lats,Barbell,Intermediate
Barbell pull-over to press,Strength,Lats,Barbell,Beginner
Single-arm barbell bent-over row,Strength,Lats,Barbell,Intermediate
Reverse Barbell Row,Strength,Lats,Barbell,Intermediate
Side kick-through to kettlebell high pull,Strength,Lats,Kettlebells,Intermediate
FYR2 Alternating Kettlebell Snatch,Strength,Lats,Kettlebells,Intermediate
FYR2 Alternating Kettlebell Swing,Strength,Lats,Kettlebells,Intermediate
FYR2 American Kettlebell Swing,Strength,Lats,Kettlebells,Intermediate
FYR2 Double-Kettlebell Standing Clean,Strength,Lats,Kettlebells,Intermediate
FYR2 Kettlebell Swing High Pull,Strength,Lats,Kettlebells,Intermediate
FYR2 Kettlebell Swing-Clean-Press Combo,Strength,Lats,Kettlebells,Intermediate
